TestID,SN,Time,Result,,,,测试项目,msg1,,,,单位,N/A,,,,数值下限,N/A,,,,数值上限,N/A,
1,,11: 59: 57,True,True,
1,,01: 42: 37,True,True,
1,,01: 42: 53,True,True,
2,,01: 42: 53,True,True,
3,,01: 42: 56,True,True,
1,,02: 09: 17,True,True,
2,,02: 09: 17,True,True,
3,,02: 09: 18,True,True,
1,,02: 09: 24,False,False,
2,,02: 09: 24,False,False,
3,,02: 09: 24,False,False,
1,,02: 09: 52,True,True,
2,,02: 09: 52,True,True,
3,,02: 09: 53,True,True,
1,,02: 09: 58,True,True,
2,,02: 09: 58,True,True,
3,,02: 09: 58,True,True,
1,,02: 10: 04,True,True,
2,,02: 10: 04,True,True,
3,,02: 10: 04,True,True,
1,,02: 10: 14,False,False,
2,,02: 10: 14,False,False,
3,,02: 10: 14,False,False,
1,,03: 08: 54,True,True,
2,,03: 08: 54,True,True,
3,,03: 08: 55,True,True,
1,,03: 11: 02,True,True,
2,,03: 11: 03,True,True,
3,,03: 11: 04,True,True,
1,,03: 15: 22,True,True,
2,,03: 15: 22,True,True,
3,,03: 15: 23,True,True,
1,,03: 44: 16,True,True,
2,,03: 44: 17,True,True,
3,,03: 44: 18,False,False,
3,,03: 44: 39,True,True,
2,,03: 44: 42,True,True,
1,,03: 44: 43,True,True,
1,,03: 49: 45,True,True,
2,,03: 49: 46,True,True,
3,,03: 49: 46,True,True,
2,,03: 51: 04,True,True,
1,,03: 51: 05,True,True,
1,,03: 51: 26,True,True,
2,,03: 51: 26,True,True,
3,,03: 51: 27,True,True,
4,,03: 51: 28,True,True,
1,,03: 54: 53,True,True,
2,,03: 54: 54,True,True,
3,,03: 54: 55,True,True,
4,,03: 54: 56,True,True,
5,,03: 54: 56,True,True,
6,,03: 54: 57,True,True,
1,,03: 56: 58,True,True,
2,,03: 56: 59,True,True,
3,,03: 57: 00,True,True,
4,,03: 57: 01,True,True,
5,,03: 57: 02,True,True,
6,,03: 57: 02,True,True,
1,,03: 57: 48,True,True,
2,,03: 57: 49,True,True,
3,,03: 57: 49,True,True,
4,,03: 57: 50,True,True,
5,,03: 57: 50,True,True,
6,,03: 57: 51,True,True,
7,,03: 57: 51,True,True,
1,,03: 58: 44,True,True,
2,,03: 58: 45,True,True,
3,,03: 58: 45,True,True,
5,,03: 58: 48,False,False,
6,,03: 58: 48,False,False,
7,,03: 58: 54,True,True,
4,,03: 58: 56,False,False,
3,,06: 45: 42,False,False,
2,,06: 45: 43,False,False,
7,,06: 45: 44,True,True,
1,,06: 45: 45,True,True,
4,,06: 45: 45,True,True,
5,,06: 45: 46,True,True,
6,,06: 45: 47,True,True,
1,,06: 47: 13,True,True,
3,,06: 47: 13,True,True,
2,,06: 47: 14,True,True,
4,,06: 47: 15,True,True,
5,,06: 47: 16,False,False,
7,,06: 47: 17,False,False,
8,,06: 47: 17,False,False,
6,,06: 47: 18,False,False,
1,,06: 47: 37,True,True,
2,,06: 47: 38,True,True,
3,,06: 47: 38,True,True,
4,,06: 47: 39,True,True,
5,,06: 47: 39,True,True,
6,,06: 47: 39,True,True,
7,,06: 47: 40,True,True,
8,,06: 47: 40,True,True,
3,,06: 47: 48,True,True,
8,,06: 47: 50,True,True,
1,,06: 47: 54,True,True,
2,,06: 47: 54,True,True,
3,,06: 47: 55,True,True,
4,,06: 47: 56,True,True,
5,,06: 47: 56,True,True,
6,,06: 47: 56,True,True,
7,,06: 47: 57,True,True,
8,,06: 47: 57,True,True,
