TestID,SN,Time,Result,,,,测试项目,拔掉蛇管,,,,单位,N/A,,,,数值下限,N/A,,,,数值上限,N/A,
,,11: 33: 40,True,True,
,,11: 34: 11,True,True,
,,11: 40: 04,False,False,
,,11: 40: 07,True,True,
,,11: 44: 17,True,True,
,,11: 52: 57,True,True,
,,01: 13: 02,True,True,
,,01: 13: 12,False,False,
,,01: 13: 15,True,True,
,,01: 13: 19,True,True,
,,01: 13: 26,True,True,
,,01: 13: 35,True,True,
,,01: 13: 49,True,True,
,,01: 13: 59,True,True,
,,01: 14: 03,False,False,
,,01: 14: 06,True,True,
,,01: 39: 46,True,True,
,,01: 39: 53,True,True,
,,01: 39: 55,True,True,
,,01: 39: 59,True,True,
,,01: 40: 02,True,True,
,,01: 40: 03,True,True,
,,01: 40: 05,True,True,
,,01: 40: 07,True,True,
,,01: 40: 10,True,True,
