TestID,SN,Time,Result,,,,测试项目,msg1,,,,单位,N/A,,,,数值下限,N/A,,,,数值上限,N/A,
1,,08: 16: 59,True,True,
2,,08: 17: 00,False,False,
3,,08: 17: 01,False,False,
4,,08: 17: 03,True,True,
5,,08: 17: 04,False,False,
6,,08: 17: 05,True,True,
1,TE_BZP_EN_TEST,01: 55: 52,False,True,V3.0.1.12,40589977BEAD,True,FalseSystem.Exception: Change to Remote fail
   at AWHID.AW_HID_OTA.setRemoteMode(Boolean is_remote)
   at AWHID.AW_HID_OTA.AW_GET_CUST_VERSION(Boolean is_headset, String name)
   at MerryDllFramework.MerryDll.ReadFW(),,,,,,,,,,True,
1,TE_BZP_EN_TEST,02: 00: 06,False,True,V3.0.1.12,40589977BEAD,True,FalseSystem.Exception: Change to Remote fail
   at AWHID.AW_HID_OTA.setRemoteMode(Boolean is_remote)
   at AWHID.AW_HID_OTA.AW_GET_CUST_VERSION(Boolean is_headset, String name)
   at MerryDllFramework.MerryDll.ReadFW(),,,,,,,,,,True,
1,TE_BZP_EN_TEST,02: 00: 17,False,True,FalseSystem.Exception: Change to Remote fail
   at AWHID.AW_HID_OTA.setRemoteMode(Boolean is_remote)
   at AWHID.AW_HID_OTA.AW_GET_CUST_VERSION(Boolean is_headset, String name)
   at MerryDllFramework.MerryDll.ReadFW(),,,,,,,,,,,,,True,
1,TE_BZP_EN_TEST,02: 00: 28,False,True,FalseSystem.Exception: Change to Remote fail
   at AWHID.AW_HID_OTA.setRemoteMode(Boolean is_remote)
   at AWHID.AW_HID_OTA.AW_GET_CUST_VERSION(Boolean is_headset, String name)
   at MerryDllFramework.MerryDll.ReadFW(),,,,,,,,,,,,,True,
1,TE_BZP_EN_TEST,02: 26: 49,False,True,V3.0.1.12,40589977BECF,True,V3.0.1.12,True,FalseSystem.Collections.Generic.KeyNotFoundException: The given key was not present in the dictionary.
   at System.Collections.Generic.Dictionary`2.get_Item(TKey key)
   at MerryDllFramework.MerryDll.LEDTest(Int32 index),,,,,,,,True,
1,TE_BZP_EN_TEST,02: 28: 37,True,True,V3.0.1.12,40589977BECF,True,V3.0.1.12,True,True,True,True,True,True,True,True,True,True,
1,TE_BZP_EN_TEST,02: 30: 08,False,True,V3.0.1.12,40589977BECF,True,V3.0.1.12,True,FalseSystem.NullReferenceException: Object reference not set to an instance of an object.
   at MerryTest.MoreTestAPI.AllDLLs.EnventAllDllRun(Int32 TestID, String dllName, String method, Object[] parameter, Boolean& isError, Exception& error)
   at MerryTest.MoreTestAPI.AllDLLs.AllDllRun(Int32 TestID, String dllName, String method, Object[] parameter)
   at MerryDllFramework.MerryDll.LEDTest(Int32 index),,,,,,,,True,
1,TE_BZP_EN_TEST,02: 31: 23,False,True,V3.0.1.12,40589949B483,True,V3.0.1.12,True,FalseSystem.NullReferenceException: Object reference not set to an instance of an object.
   at MerryTest.MoreTestAPI.AllDLLs.EnventAllDllRun(Int32 TestID, String dllName, String method, Object[] parameter, Boolean& isError, Exception& error)
   at MerryTest.MoreTestAPI.AllDLLs.AllDllRun(Int32 TestID, String dllName, String method, Object[] parameter)
   at MerryDllFramework.MerryDll.LEDTest(Int32 index),,,,,,,,True,
1,TE_BZP_EN_TEST,02: 51: 24,False,True,V3.0.1.12,40589977BECF,True,V3.0.1.12,True,FalseSystem.NullReferenceException: Object reference not set to an instance of an object.
